UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	116
0	46
204	18
0	0
192	1
0	761
1	0
0	0
0	9
0	3
0	12
0	14
0	24
0	31
34	0
0	223
0	82
0	228
0	0
0	264
0	0
0	106
33	109
8	115
0	51
0	264
0	0
0	228
27	306
0	4774
0	220
0	60
0	3669
0	63
0	116
0	18
0	1714
0	24
0	1148
0	759
0	9
0	0
21	0
111	0
7415	3425
1	3302
31	4
0	16
0	116
0	46
0	0
0	1
0	761
0	0
102	9
0	3
0	12
0	14
0	24
0	31
0	223
0	82
0	228
0	0
0	264
0	34
41	0
0	106
0	109
0	75
0	201
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	17
0	19
0	21
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	8
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
15	6
0	0
0	106
0	109
0	75
0	104
0	51
0	0
0	228
0	31
0	4774
0	220
0	60
0	3669
0	65
0	116
0	31
0	1714
0	24
0	1148
0	562
1	123
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
5	4
29	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	11
0	0
0	0
0	20
0	0
0	0
0	0
0	5
0	0
0	0
0	15
0	0
0	0
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	51
0	5
0	0
0	15
0	0
0	0
0	0
0	177
0	75
0	109
0	86
0	0
22	6
127	34
0	0
0	228
0	31
0	4774
0	220
0	60
0	3669
0	65
0	116
0	31
0	1714
0	24
0	1148
0	759
0	9
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	30
53	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
13	0
0	0
1	0
