UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	40
0	199
0	107
152	8
17	0
158	5
0	1109
22	0
0	0
0	29
0	0
0	12
0	32
0	11
0	50
101	0
0	210
0	87
0	276
0	0
0	195
0	4
0	190
23	103
11	167
0	91
0	195
0	0
0	276
29	293
0	5047
0	249
0	45
0	4398
0	47
0	149
0	6
0	1899
0	41
0	1638
0	971
0	8
0	0
60	9
171	2
9067	5560
0	5429
41	0
0	40
0	199
0	107
0	0
0	5
0	1109
0	0
165	29
0	0
0	12
0	32
0	11
0	50
0	210
0	87
0	276
0	0
0	195
0	54
74	0
0	190
0	103
0	168
0	285
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	17
0	5
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	2
0	16
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	1
0	1
0	5
0	9
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
13	5
0	0
0	190
0	103
0	168
0	157
0	91
0	0
0	276
0	50
0	5047
0	249
0	45
0	4398
0	50
0	149
0	61
0	1899
0	41
0	1638
0	760
0	122
0	2
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
4	0
27	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
1	0
0	0
4	0
0	0
0	4
0	0
0	0
2	0
0	0
0	1
0	0
0	0
0	23
0	0
0	5
17	19
0	2
0	0
0	0
0	5
0	0
0	4
0	4
0	0
0	0
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
12	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	7
0	0
0	43
0	5
0	4
0	4
0	0
0	0
0	4
0	272
0	168
0	103
0	167
0	0
26	5
175	53
0	0
0	276
0	50
0	5047
0	249
0	45
0	4398
0	50
0	149
0	61
0	1899
0	41
0	1638
0	971
0	8
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	10
0	23
87	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	2
0	0
26	0
0	0
