UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	71
0	72
0	212
137	0
0	0
105	0
0	323
12	0
0	0
0	5
0	0
0	9
0	29
0	0
0	12
50	0
0	102
0	94
0	116
0	0
0	99
0	0
0	25
1	30
7	50
0	34
0	99
0	0
0	116
15	203
0	3028
0	189
0	30
0	1711
0	123
0	15
0	0
0	744
0	10
0	229
0	317
0	26
0	0
18	0
168	0
2976	887
0	866
12	0
0	71
0	72
0	212
0	0
0	0
0	323
0	0
57	5
0	0
0	9
0	29
0	0
0	12
0	102
0	94
0	116
0	0
0	99
0	20
82	0
0	25
0	30
0	51
0	85
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	42
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
31	6
0	0
0	25
0	30
0	51
0	14
0	34
0	0
0	116
0	12
0	3028
0	189
0	30
0	1711
0	123
0	15
0	0
0	744
0	10
0	229
0	246
0	21
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	40
0	4
0	0
0	0
0	0
0	0
0	0
0	65
0	51
0	30
0	25
0	0
20	6
264	20
0	0
0	116
0	12
0	3028
0	189
0	30
0	1711
0	123
0	15
0	0
0	744
0	10
0	229
0	317
0	26
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	37
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	15
0	0
0	0
0	0
0	0
0	0
0	0
