UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	51
0	128
18	0
6	0
59	1
0	273
6	0
0	0
0	15
0	1
0	1
0	5
0	7
0	25
14	0
0	104
0	58
0	100
0	0
0	120
0	4
0	91
2	71
0	23
0	28
0	120
0	0
0	100
29	170
0	5231
0	96
0	7
0	703
0	18
0	49
0	5
0	1203
0	18
0	439
0	358
0	0
0	0
5	0
37	0
1888	568
0	553
17	0
0	3
0	51
0	128
0	0
0	1
0	273
0	0
35	15
0	1
0	1
0	5
0	7
0	25
0	104
0	58
0	100
0	0
0	120
0	14
13	0
0	91
0	72
0	30
0	51
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	22
0	2
0	1
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	1
0	6
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
20	0
0	0
0	91
0	72
0	30
0	24
0	28
0	0
0	100
0	25
0	5231
0	96
0	7
0	703
0	18
0	49
0	23
0	1203
0	18
0	439
0	290
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	4
0	0
1	0
0	8
0	0
0	4
12	22
0	0
0	0
0	0
4	0
0	0
0	15
0	9
0	0
0	0
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	26
1	0
2	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	2
0	0
0	21
0	0
0	15
0	9
0	0
0	0
0	0
0	44
0	30
0	72
0	82
0	0
16	0
44	14
0	0
0	100
0	25
0	5231
0	96
0	7
0	703
0	18
0	49
0	23
0	1203
0	18
0	439
0	358
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	1
0	0
0	0
0	0
0	0
3	2
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	4
0	6
0	26
43	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
10	0
1	0
2	0
0	0
0	0
