UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	247
0	99
202	0
2	0
248	0
0	2518
46	5
0	5
0	62
0	1
0	27
0	48
0	41
0	26
132	0
0	301
0	211
0	251
0	0
0	349
0	1
0	252
36	188
2	103
0	49
0	349
0	0
0	251
36	502
0	13201
0	202
0	62
0	3968
0	109
0	186
0	17
0	4611
0	109
0	2941
0	2161
0	11
0	0
97	3
246	0
11629	6081
0	5955
66	1
0	23
0	247
0	99
0	0
0	0
0	2518
0	5
251	62
0	1
0	27
0	48
0	41
0	26
0	301
0	211
0	251
0	0
0	349
0	24
36	0
0	252
0	188
0	129
0	155
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	49
0	8
0	8
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	12
0	34
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
2	5
0	0
0	0
0	0
0	8
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
17	5
0	0
0	252
0	188
0	129
0	91
0	49
0	0
0	251
0	26
0	13201
0	202
0	62
0	3968
0	109
0	186
0	139
0	4611
0	109
0	2941
0	1624
0	126
0	0
0	3
0	0
0	7
0	2
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
2	1
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
1	0
0	23
0	0
0	5
40	49
0	0
0	0
0	0
14	12
9	0
0	17
0	7
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	0
0	0
0	0
0	0
6	0
0	0
0	0
19	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
1	0
0	0
0	0
0	8
0	0
0	100
0	12
0	17
0	7
0	0
0	0
0	1
0	148
0	129
0	188
0	192
0	0
59	5
303	24
0	0
0	251
0	26
0	13201
0	202
0	62
0	3968
0	109
0	186
0	139
0	4611
0	109
0	2941
0	2161
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	17
0	58
118	46
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	11
0	0
29	0
0	0
