UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	216
0	119
174	2
9	0
181	12
0	1642
14	3
0	3
0	81
0	3
0	18
0	21
0	26
0	50
88	0
0	183
0	126
0	266
0	0
0	274
0	5
0	213
37	135
22	128
0	73
0	274
0	0
0	266
51	325
0	14368
0	376
0	37
0	4443
0	83
0	140
0	20
0	2970
0	70
0	2000
0	1416
0	14
0	0
54	8
160	10
12605	4999
0	4902
39	0
0	35
0	216
0	119
0	0
0	12
0	1642
0	3
225	81
0	3
0	18
0	21
0	26
0	50
0	183
0	126
0	266
0	0
0	274
0	59
59	0
0	213
0	135
0	154
0	213
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	15
0	6
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	4
0	27
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
1	0
0	0
0	0
0	3
0	6
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
18	5
0	0
0	213
0	135
0	157
0	117
0	73
0	0
0	266
0	50
0	14368
0	376
0	37
0	4443
0	83
0	140
0	93
0	2970
0	70
0	2000
0	1064
0	88
0	10
0	8
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
3	3
33	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	8
0	0
0	0
0	7
0	0
0	3
34	25
0	2
0	0
0	0
1	21
0	0
0	7
0	9
0	0
0	1
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	44
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
3	0
6	0
0	0
0	0
0	0
0	8
0	0
0	51
0	21
0	7
0	9
0	1
0	0
0	1
0	188
0	157
0	135
0	159
0	0
68	5
311	46
0	0
0	266
0	50
0	14368
0	376
0	37
0	4443
0	83
0	140
0	93
0	2970
0	70
0	2000
0	1416
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	1
0	27
0	44
53	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	9
0	0
8	0
0	0
