UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	58
0	76
37	1
7	0
53	4
0	537
2	1
0	1
0	21
0	0
0	5
0	6
0	10
0	22
11	0
0	102
0	73
0	107
0	0
0	145
0	2
0	115
12	105
0	13
0	35
0	145
0	0
0	107
27	178
0	9767
0	84
0	13
0	668
0	34
0	56
0	3
0	2520
0	23
0	942
0	676
0	2
0	0
12	0
91	0
3337	623
0	617
22	1
0	6
0	58
0	76
0	0
0	4
0	537
0	1
116	21
0	0
0	5
0	6
0	10
0	22
0	102
0	73
0	107
0	0
0	145
3	22
32	0
0	115
0	105
0	60
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	3
0	9
0	16
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
10	1
0	15
0	25
0	0
0	4
0	0
0	0
0	0
0	0
0	1
0	6
0	0
3	0
0	0
0	1
0	0
0	9
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
19	1
0	0
0	115
0	105
0	60
0	18
0	35
0	0
0	107
0	22
0	9767
0	84
0	13
0	668
0	34
0	56
0	12
0	2520
0	23
0	942
0	545
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
5	0
16	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
4	0
0	0
0	2
0	0
0	0
0	15
0	0
0	8
23	22
0	0
0	0
0	0
2	8
3	0
0	8
0	0
0	0
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
3	0
0	0
0	0
2	0
0	0
2	0
3	0
4	0
0	0
0	0
7	6
0	0
0	53
0	8
0	8
0	0
0	1
0	0
0	2
0	36
0	60
0	105
0	99
0	0
20	1
208	22
0	0
0	107
0	22
0	9767
0	84
0	13
0	668
0	34
0	56
0	12
0	2520
0	23
0	942
0	676
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	1
0	0
0	0
0	10
0	31
55	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
2	0
0	0
24	0
0	0
3	0
0	0
1	0
