UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	88
0	164
99	5
14	0
99	3
0	1075
4	0
0	0
0	73
0	0
0	16
0	28
0	11
0	30
22	0
0	204
0	76
0	91
0	0
0	482
0	6
0	228
34	192
5	29
0	40
0	482
0	0
0	91
62	286
0	21069
0	89
0	30
0	832
0	67
0	59
0	11
0	3689
0	67
0	1060
0	796
0	0
0	0
48	8
104	1
8612	979
0	922
22	2
0	9
0	88
0	164
0	0
0	2
0	1075
0	0
202	77
0	0
0	16
0	28
0	11
0	30
0	204
0	76
0	91
0	0
0	482
0	27
77	0
0	228
0	192
0	111
0	76
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	40
0	7
0	3
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	6
0	38
0	77
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
3	2
0	0
0	0
0	0
0	3
0	28
0	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
15	2
0	0
0	228
0	192
0	111
0	34
0	40
0	0
0	91
0	30
0	21069
0	89
0	30
0	832
0	70
0	59
0	33
0	3689
0	67
0	1060
0	584
1	32
0	1
0	8
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
2	0
17	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
1	0
0	9
0	0
0	0
0	0
0	4
2	5
0	0
0	0
0	42
0	0
0	22
26	40
0	0
0	0
0	0
2	5
4	0
0	31
0	8
4	0
0	0
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	73
0	0
0	0
2	0
4	0
1	0
3	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
5	0
0	0
4	0
3	0
0	0
0	0
0	0
3	23
0	0
0	96
0	5
0	31
0	8
0	0
0	0
0	5
0	53
0	111
0	192
0	191
0	0
32	2
241	29
0	0
0	91
0	30
0	21069
0	89
0	30
0	832
0	70
0	59
0	33
0	3689
0	67
0	1060
0	796
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	3
0	0
2	0
0	0
0	0
0	1
0	11
0	73
100	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
3	7
0	0
2	0
0	0
7	0
0	0
