UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	29
0	81
0	114
80	1
14	0
162	4
0	752
4	1
0	1
0	34
0	0
0	6
0	13
0	4
0	34
49	0
0	137
0	105
0	124
0	0
0	228
0	5
0	100
7	83
2	53
0	42
0	228
0	0
0	124
12	245
0	7889
0	109
0	20
0	1821
0	72
0	75
0	5
0	1738
0	32
0	832
0	562
0	9
0	0
39	0
138	0
4599	1378
0	1329
17	2
0	29
0	81
0	114
0	0
0	4
0	752
0	1
91	34
0	0
0	6
0	13
0	4
0	34
0	137
0	105
0	124
0	0
0	228
0	44
26	0
0	100
0	83
0	76
0	82
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	7
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
0	10
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
20	7
0	0
0	100
0	83
0	76
0	42
0	42
0	0
0	124
0	34
0	7889
0	109
0	20
0	1821
0	74
0	75
0	28
0	1738
0	32
0	832
0	466
0	40
1	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
22	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	7
0	0
0	2
16	18
0	0
0	0
0	0
0	2
0	0
0	4
0	4
0	0
0	0
0	17
0	0
1	0
0	0
0	0
0	0
0	0
0	39
5	0
0	0
5	0
0	0
2	0
0	0
0	0
0	0
3	0
6	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	6
0	0
0	31
0	2
0	4
0	4
0	2
0	0
0	2
0	62
0	76
0	83
0	88
0	0
54	7
339	42
0	0
0	124
0	34
0	7889
0	109
0	20
0	1821
0	74
0	75
0	28
0	1738
0	32
0	832
0	562
0	9
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	9
0	39
42	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	3
0	0
9	0
0	0
3	0
0	0
