UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	22
0	177
28	0
5	0
69	1
0	312
5	0
0	0
0	8
0	3
0	22
0	8
0	1
0	7
23	0
0	69
0	64
0	103
0	0
0	79
0	3
0	93
11	50
1	29
0	60
0	79
0	0
0	103
37	128
0	5869
0	56
0	16
0	574
0	47
0	39
0	0
0	1367
0	12
0	455
0	222
0	16
0	0
8	0
91	0
2725	622
0	603
12	0
0	2
0	22
0	177
0	0
0	1
0	312
0	0
63	8
0	3
0	22
0	8
0	1
0	7
0	69
0	64
0	103
0	0
0	79
0	36
8	0
0	93
0	50
0	21
0	79
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	21
0	9
0	5
0	10
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
3	0
0	0
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	5
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
1	0
0	0
0	93
0	50
0	21
0	29
0	60
0	0
0	103
0	7
0	5869
0	56
0	16
0	574
0	51
0	39
0	29
0	1367
0	12
0	455
0	170
0	19
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	3
14	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	1
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	4
0	0
0	7
7	21
0	6
0	0
0	0
0	6
0	0
0	9
0	0
0	0
0	0
0	9
0	0
1	0
0	0
0	0
0	0
0	0
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
3	5
0	0
0	16
0	6
0	9
0	0
0	0
0	0
0	3
0	67
0	21
0	50
0	87
0	0
13	0
151	36
0	0
0	103
0	7
0	5869
0	56
0	16
0	574
0	51
0	39
0	29
0	1367
0	12
0	455
0	222
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	30
42	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	0
0	0
0	0
