UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	138
0	127
165	2
13	0
144	6
0	1338
34	9
0	9
0	75
0	0
0	12
0	34
0	11
0	48
72	0
0	184
0	132
0	229
0	0
0	203
0	5
0	135
30	111
7	65
0	28
0	203
0	0
0	229
41	331
0	11579
0	196
0	24
0	2821
0	60
0	113
0	8
0	2762
0	51
0	1641
0	1215
0	14
0	0
65	4
154	0
7620	2990
1	2923
24	0
0	9
0	138
0	127
0	0
0	6
0	1338
0	9
155	75
0	0
0	12
0	34
0	11
0	48
0	184
0	132
0	229
0	0
0	203
0	34
18	0
0	135
0	111
0	75
0	95
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	49
0	5
0	13
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	1
0	32
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	13
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
20	1
0	0
0	135
0	111
0	75
0	61
0	28
0	0
0	229
0	48
0	11579
0	196
0	24
0	2821
0	62
0	113
0	50
0	2762
0	51
0	1641
0	927
0	61
0	0
0	4
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	4
10	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
5	0
0	16
0	0
3	0
4	0
0	0
0	11
0	0
6	0
0	9
0	0
0	3
46	49
0	0
0	0
0	0
3	1
1	0
0	10
0	6
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
6	15
0	0
0	36
0	1
0	10
0	6
0	0
0	0
0	3
0	83
0	75
0	111
0	101
0	0
51	1
218	26
0	0
0	229
0	48
0	11579
0	196
0	24
0	2821
0	62
0	113
0	50
0	2762
0	51
0	1641
0	1215
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	22
0	15
71	33
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	17
0	0
24	0
0	0
