UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	283
0	93
191	34
14	0
123	0
0	2118
8	0
0	0
0	77
0	0
0	54
0	66
0	29
0	35
73	0
0	269
0	26
0	373
0	0
0	1548
0	10
0	149
0	97
2	102
0	41
0	1548
0	0
0	373
0	312
0	14360
0	280
0	23
0	1970
0	46
0	122
0	6
0	3732
0	17
0	1582
0	1173
0	1
0	0
140	0
88	0
13340	2139
0	2086
32	0
0	11
0	283
0	93
0	0
0	0
0	2118
0	0
372	77
0	0
0	54
0	66
0	29
0	35
0	269
0	26
0	373
0	0
0	1548
0	34
49	0
0	149
0	97
0	90
0	180
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	0
0	0
0	40
0	17
0	0
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	44
0	114
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	27
21	14
0	0
0	149
0	97
0	90
0	64
0	41
0	0
0	373
0	35
0	14360
0	280
0	23
0	1970
0	46
0	122
0	88
0	3732
0	17
0	1582
0	514
3	53
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	0
87	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	0
0	2
0	0
3	0
0	24
0	0
0	0
3	40
0	0
0	0
0	0
0	65
0	0
0	5
0	0
0	0
0	0
0	45
0	0
1	0
0	0
0	0
0	0
0	0
0	100
1	0
12	0
18	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	44
0	65
0	5
0	0
0	0
0	0
0	10
0	146
0	90
0	97
0	122
0	0
123	14
861	34
0	0
0	373
0	35
0	14360
0	280
0	23
0	1970
0	46
0	122
0	88
0	3732
0	17
0	1582
0	1173
0	1
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	100
91	59
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
